NATIONALITY,COUNTRY_DESCRIPTION,AGE_GROUP,IF_TRAVEL_ALONE,TRAVELLING_WITH,AGE_GROUP1_SIZE (<18),AGE_GROUP2_SIZE (18-24),AGE_GROUP3_SIZE (25-44),AGE_GROUP4_SIZE (45-64),AGE_GROUP5_SIZE (65+),NO_FEMALE,NO_MALE,PURPOSE_CODE,PURPOSE_OTHER,ACTIVITY_MAIN,ACTIVITY_OTHERS,INFO_SOURCE,INFO_SOURCE_OTHERS,INFO_RADIO_TV_WEB,TOUR_ARRANGEMENT,PAC_TRANSPORT_INT,PAC_ACCOMODATION,PAC_FOOD,PAC_TRANSPORT_TZ,PAC_SIGHTSEEING,PAC_GUIDED_TOUR,PAC_INSURANCE,PAC_OTHER_ITEM,PACKAGE_COST,IF_GROUP_PACKAGE,NIGHTS_SPENT,NIGHTS_MAINLAND,NIGHTS_ZANZIBAR,CURRENCY1,CURRENCY2,SPENT_AMOUNT_TZ,ACCOMODATION,ACC_HOTEL,ACC_OTHERS,FOOD_DRINK,TRANS_AIR,TRANS_ROAD,TRANS_WATER,TRANS_RAILWAY,TRANS_RENTAL,COST_TRANSPORT_TZ,EXP_CULT_SERVICE,EXP_SPORT,EXP_SIGHTSEEING,MOUNTAIN_CLIMBING,HUNTING,GATE_FEES,VISA_TAXES,EXP_SHOPPING,EXP_OTHER,EXP_OTHER_DETAIL,IF_GROUP_BREAKDOWN,PAYMENT_MODE,PAYMENT_MODE_OTHERS,TZ_COST_COMPARISON,IF_FIRST_TRIP_TZ,MOST_IMPRESSING_TZ1,MOST_IMPRESSING_TZ2,MOST_IMPRESSING_TZ3,MOST_IMPRESSING_TZ4,IMPROVEMENT_AREAS1,IMPROVEMENT_AREAS2,IMPROVEMENT_AREAS3,IMPROVEMENT_AREAS4,OTHER1,OTHER2,OTHER3,VERIFICATION_FLAG,TRAVEL_ELSE_AFRICA
KENYAN,KENYA,45-64,NO,With Spouse and Children,0,2,0,1,0,3,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,USD,"1,442",,"1,000",0,0,0,0,242,0,0,,0,0,200,0,0,0,0,0,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
CROATIA,KENYA,25-44,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,TZS,"175,000",,0,0,"50,000",0,"65,000",0,0,0,,0,0,0,0,0,0,0,0,"60,000",Tips,No,Cash,,,Yes,"Wonderful Country, Landscape, Nature", Wildlife,,Others, Improve on Roads,,,,,,,0,
GERMAN,GERMANY,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"7,000",Yes,Others (please specify),0,Others (please specify),EUR,EUR,"6,700",,"6,000",0,0,0,0,0,0,0,,0,0,600,0,0,0,100,0,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature", Wildlife,, Wildlife," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...) Improve on Roads"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,0,
SPANISH,SPAIN,25-44,NO,With Spouse,0,0,2,0,0,1,1,Leisure and Holidays,,Beach tourism,,Others (please specify),,INTERNET,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,6,,EUR,"1,000",,600,0,400,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,1Others (please specify)00,No,16,10,0,GBP,USD,207,,60,0,60,0,0,0,0,0,,0,0,0,0,0,0,50,37,0,,No,Cash,,,No,Good serviceGood service, Wildlife,,Good serviceGood service,Too many tips demanded/ Corruption,,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Wildlife tourism0,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,UGX,150,,0,100,50,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
CANADIAN,CANADA,25-44,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"2,500",Yes,29,7,4,CAD,USD,720,,0,0,100,0,0,0,0,0,,0,55,0,500,0,0,50,15,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,45-64,NO,With Other Friends/Relatives,0,0,4,0,0,2,3,Business,,Wildlife tourism0,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,USD,"3,000",,"1,200",0,Others (please specify)00,0,500,0,0,0,,0,0,0,0,0,0,0,0,500,,Yes,Credit Card,,,No,Friendly People,,,Friendly People, Improve on Roads," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Spouse and Children,3,0,0,1,0,2,3,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,15,7,7,,EUR,"1,500",,500,0,0,0,0,0,0,0,,0,600,0,0,0,0,0,400,0,,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"1,600",No,16,10,0,EUR,USD,175,,60,0,52,0,0,0,0,0,,0,0,0,0,0,0,50,37,0,,No,Cash,,,Yes,Others (please specify),,,Others (please specify),Too many tips demanded/ Corruption,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Children,0,0,1,1,0,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,Others (please specify)000,No,7,3,0,USD,USD,950,,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,150,400,300,Tips,Yes,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife, Improve on Roads," Improve Facilities (Toilets, Water,...)",,,,,,0,
FRENCH,FRANCE,45-64,NO,With Spouse and Children,2,0,0,1,0,2,2,Leisure and Holidays,,Wildlife tourism,,"Newspaper, magazines,brochures",,,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,,"15,000",Yes,20,10,10,USD,USD,400,,0,0,0,0,0,0,0,0,,0,0,0,0,0,400,0,0,0,,Yes,Credit Card,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife,Satisfies and Hope Come Back.Friendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Spouse and Children,3,0,0,1,0,1,4,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"12,000",Yes,19,14,5,EUR,USD,"2,000",,"1,500",300,0,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature", Wildlife,, Wildlife, Improve on Roads,,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2Others (please specify),0,,USD,"5,000",,"3,000",0,"1,000",500,0,0,0,0,,0,250,0,0,0,0,250,0,0,,Yes,Cash,,,No,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
RWANDESE,RWANDA,25-44,YES,,0,0,0,0,0,1,0,Meetings and Conference,,Mountain climbing,,"Radio, TV, Web (please specify)",,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,300,,200,0,50,0,50,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
KENYAN,KENYA,<1Others (please specify),YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,25,25,0,,KES,"29,632",,0,"20,000",0,0,0,"2,000",0,0,,"5,000",0,0,0,0,0,"2,632",0,0,,Yes,Cash,,,No,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
BELGIAN,BELGIUM,25-44,NO,With Spouse and Children,1,0,1,0,0,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,,"10,000",Yes,14,10,4,USD,USD,"1,000",,0,0,"1,000",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BRITISH,UNITED STATES OF AMERICA,25-44,YES,,0,0,0,0,0,1,0,Meetings and Conference,,Mountain climbing,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,320,,1Others (please specify)0,0,70,0,70,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,No,Friendly People,,,Friendly People, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments,,,,,,,0,
BRITISH,KENYA,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,USD,"1,000",,500,0,200,0,150,0,0,0,,0,0,0,0,0,0,0,200,0,,Yes,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SPANISH,SPAIN,25-44,NO,With Spouse and Children,1,0,1,0,0,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"10,000",Yes,0,10,Others (please specify),USD,USD,"1,000",,"1,000",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,45-64,NO,,0,0,0,1,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"50,000",Yes,17,11,6,EUR,USD,50,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,50,0,,Yes,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
KENYAN,KENYA,25-44,YES,,0,0,0,0,0,0,1,Scientific and Academic,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,20,0,,TZS,"1,000,000",,0,0,Others (please specify)00000,0,"10,000",0,0,0,,"10,000",0,0,0,0,0,1Others (please specify)0000,0,0,,No,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads Improve on Security/Safety,,,,,,,0,
BRITISH,DENMARK,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Conference tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,Others (please specify),0,,USD,"3,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Credit Card,,,Yes, Wildlife,Friendly People,,1," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"10,000",No,16,15,0,USD,USD,350,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,250,TIPS,Yes,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Spouse and Children,2,0,0,1,0,3,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"10,000",Yes,Others (please specify),4,0,USD,USD,900,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,400,500,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,1Others (please specify)000,Yes,6,4,0,USD,USD,"1,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,400,0,,No,Credit Card,,,Yes,Good service, Wildlife,,Good service," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Wildlife tourism0,,"Friends, relatives",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"5,000",Yes,5,5,0,GBP,GBP,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,Yes,Credit Card,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
INDIAN,INDIA,25-44,YES,,0,0,0,0,0,0,1,Business,,Mountain climbing,,Trade fair,,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,USD,"1,000",,0,500,500,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"6,000",No,16,14,0,USD,USD,400,,0,0,200,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,YES,,0,0,0,0,0,0,1,Volunteering,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,33,3,,USD,"2,000",,200,150,0,100,"66,000",35,0,0,,50,0,600,40,0,0,40,0,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature",Wider AcceptabSlow/poor customer services,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"2,250",No,10,10,0,USD,USD,350,,0,0,50,0,0,0,0,0,,0,0,0,150,0,0,0,150,0,,No,Cash,,,Yes,"Wonderful Country, Landscape, Nature", Wildlife,, Wildlife, Improve on Roads,,,,,,,0,
FRENCH,FRANCE,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"6,000",No,0,6,0,EUR,USD,100,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,100,TIPS,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
CZECH,CZECH REPUBLIC,1Others (please specify)-24,NO,With Other Friends/Relatives,0,1,0,0,0,0,2,Volunteering,,Hunting tourism,CHARITY,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,24,2,,USD,"7,000",,300,0,0,0,0,"170,000",0,0,,0,0,0,0,0,0,0,50,0,,,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"20,000",No,6,4,0,USD,USD,"1,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"1,000",0,,No,Credit Card,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,45-64,NO,With Spouse and Children,1,1,0,1,0,1,3,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,No,No,No,No,,"15,000",Yes,0,10,0,EUR,USD,300,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,No,Cash,,,Yes, Wildlife,Friendly People,,1," Improve Facilities (Toilets, Water,...)",,,,,,,0,
CZECH,CZECH REPUBLIC,1Others (please specify)-24,NO,With Other Friends/Relatives,0,1,0,0,0,0,2,Business,,Hunting tourism,,Tanzania Mission Abroad,,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,24,2,,USD,Others (please specify)000,,"3,000",0,"1,000",300,0,0,0,0,,200,0,0,0,0,300,200,"3,000",0,,No,Credit Card,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife, Improve on Roads Improve on Security/Safety,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Other Friends/Relatives,0,0,0,0,1,2,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,Others (please specify)000,No,11,11,0,USD,USD,194,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,194,0,,Yes,Cash,,,No, Wildlife,Friendly People,,1," Improve Facilities (Toilets, Water,...)",,,,,,,0,
KOREAN,KOREA,25-44,YES,,0,0,0,0,0,0,1,Business,,Wildlife tourism,,"Radio, TV, Web (please specify)",,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,9,0,,USD,"3,000",,"15,000",500,0,0,0,0,0,0,,0,0,0,0,0,"1,000",0,0,0,,No,Cash,,,No,No comments,,,No comments, Improve on Roads," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,0,
IRANIAN,IRAN,25-44,YES,,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,100,,TZS,"4,220,000",,0,"1,500,000","700,000",1Others (please specify)0000,"100,000",0,0,0,,0,0,0,0,0,0,0,"120,000","1,620,000",,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,NO,With Other Friends/Relatives,0,0,0,1,0,0,2,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,USD,725,,110,0,50,0,15,0,0,0,,0,0,0,0,0,0,0,550,0,,No,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Children,1,0,0,0,0,2,0,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,No,No,No,No,,"4,500",Yes,Others (please specify),0,Others (please specify),USD,USD,500,,0,300,0,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2Others (please specify),0,,TZS,Others (please specify)02000,,"420,000",0,"30,000",0,Others (please specify)0000,0,0,0,,"2,000",0,0,0,0,0,0,0,0,,Yes,Cash,,,No, Wildlife, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
FRENCH,FRANCE,45-64,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,,"6,000",Yes,7,0,7,EUR,EUR,104,,0,0,0,0,0,0,0,0,,0,0,104,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,YES,Alone,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"171,000",,"45,000",0,"36,000",0,"90,000",0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
ITALIAN,ITALY,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,,"4,000",Yes,7,0,7,EUR,EUR,350,,0,0,0,0,0,0,0,0,,200,0,0,0,0,0,0,150,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,45-64,NO,,1,1,0,1,0,2,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,,"20,000",Yes,12,7,5,USD,USD,"2,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"1,000","1,000",,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
ITALIAN,UNITED KINGDOM,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,,"3,600",Yes,7,0,7,EUR,USD,596,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,196,200,200,Tips and Gift,No,Cash,,,Yes,Good serviceGood service,,,Good serviceGood service, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments,,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,Others (please specify),N/A,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,TZS,"306,000",,"150,000",0,"42,000",0,"40,000",0,0,0,,0,0,0,0,0,0,0,0,"74,000",,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
GERMAN,GERMANY,1Others (please specify)-24,NO,With Spouse and Children,1,0,0,2,0,2,2,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,12,,EUR,Others (please specify)000,,"3,200",0,320,"4,000",0,0,0,0,,0,4Others (please specify)0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Spouse and Children,1,0,0,1,0,2,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"6,000",Yes,14,0,14,GBP,EUR,"1,000",,0,0,200,0,0,0,0,0,,0,0,0,0,0,0,0,600,200,,Yes,Cash,,,Yes,Friendly People, Wildlife,,No comments," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...)0"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,0,
GERMAN,GERMANY,25-44,NO,With Spouse and Children,1,0,1,0,0,1,2,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,13,,USD,"6,000",,"3,000",0,"1,500",0,0,0,0,0,,300,500,200,0,0,0,0,500,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on RoadsOthers (please specify),,,,,,,0,
ZIMBABWEAN,ZIMBABWE,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,0,2,Business,,Mountain climbing,,"Travel, agent, tour operator",,,Package Tour,No,No,No,No,No,No,No,,0,,0,1,0,,USD,200,,50,0,20,0,0,0,0,0,,0,0,0,0,0,0,0,130,0,,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
FRENCH,FRANCE,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Newspaper, magazines,brochures",,,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,,"3,500",Yes,11,7,4,EUR,USD,"1,120",,0,0,200,0,0,0,0,0,,0,0,70,0,0,0,50,Others (please specify)00,0,,Yes,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
