nationality,country_description,age_group,if_travel_alone,travelling_with,no_female,no_male,total_travellers,purpose_code,purpose_other,activity_main,activity_others,info_source,info_source_others,info_radio_tv_web,tour_package,pac_transport_int,pac_accomodation,pac_food,pac_transport_tz,pac_sightseeing,pac_guided_tour,pac_insurance,currency1,package_cost,if_group_package,nights_mainland,nights_zanzibar,currency2,spent_amount_tz,acc_hotel,acc_others,food_drink,trans_air,trans_road,trans_water,trans_railway,trans_rental,cost_transport_tz,exp_cult_service,exp_sport,exp_sightseeing,mountain_climbing,hunting,gate_fees,visa_taxes,exp_shopping,exp_other,exp_other_detail,if_group_breakdown,payment_mode,payment_mode_others,if_first_trip_tz,most_impressing_tz1,most_impressing_tz2,most_impressing_tz3,most_impressing_tz4,improvement_areas1,improvement_areas2,improvement_areas3,improvement_areas4
SPANISH,SPAIN,25-44,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,0,0,0,USD,2180,1,4,0,USD,150,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,50,50,50,,1,Cash,,1,Excellent Experience,,,Excellent Experience, Improve on Roads,,,
AMERICAN,UNITED STATES OF AMERICA,65+,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,6000,0,7,0,USD,100,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,0,Credit Card,,1, Wildlife,,, Wildlife, Improve on Roads,,,
FRENCH,FRANCE,45-64,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,EUR,15000,1,18,0,USD,1000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,800,200,,1,Cash,,1,Friendly People,, Wildlife,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,45-64,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,1,USD,9000,1,7,0,USD,1000,0,0,400,0,0,0,0,0,,0,0,0,0,0,0,200,400,0,,1,Credit Card,,1,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
AMERICAN,UNITED STATES OF AMERICA,45-64,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,6000,0,7,0,USD,100,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,0,Credit Card,,1, Wildlife,,, Wildlife, Improve on Roads,,,
DUTCH,NETHERLANDS,25-44,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,EUR,3000,1,6,0,USD,132,0,0,10,0,0,0,0,0,,0,0,0,0,0,0,50,24,48,TIPS,0,Cash,,1, Wildlife,,, Wildlife, Improve on Security/Safety,,,
FRENCH,FRANCE,18-24,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,40,0,TZS,900000,0,50000,60000,0,10000,0,0,0,,0,0,940500,0,0,0,0,15000,0,,1,Cash,,1,Friendly People,,,Friendly People, Improve on Roads,,,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Other,COLLECTING VEHICLE,Beach tourism,,Tanzania Mission Abroad,,,0,0,0,0,0,0,0,0,,0,,2,0,USD,559,125,0,150,0,24,0,0,0,,0,0,0,0,0,0,50,0,130,,1,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)",,,
UGANDAN,UGANDA,25-44,1,Alone,1,0,1,Leisure and Holidays,,Beach tourism,,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,9,0,USD,710,450,0,180,0,80,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)0",,,
CONGOLESE,CONGO,45-64,1,Alone,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,110,40,0,20,0,50,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ITALIAN,ITALY,25-44,0,With Children,2,1,3,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,1,1,1,1,0,0,0,0,USD,6700,1,0,14,USD,200,100,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,,1,Cash,,1,Friendly People,,,Friendly People, Improve on RoadsFlycatchers/ vendors are annoying,,,
ZAMBIAN,ZAMBIA,18-24,1,Alone,0,1,1,Other,,Hunting tourism,TRANSIT,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,0,0,TZS,150000,20000,0,30000,0,100000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Other,COLLECTING VEHICLE,Hunting tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,421520,800000,0,0,10000,0,0,0,0,,0,0,0,0,0,0,0,0,331520,,1,Cash,,0,Others (please specify),,,Others (please specify), Improve on Roads,,,
ZAMBIAN,ZAMBIA,18-24,1,Alone,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,170000,0,0,40000,0,13000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Other,COLLECTING VEHICLE,Hunting tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,255000,30000,0,3000,0,20000,0,0,0,,0,0,0,0,0,0,0,0,220000,,1,Cash,,1,Others (please specify),,,Others (please specify), Improve on Roads,,,
ZAMBIAN,ZAMBIA,18-24,1,With Other Friends/Relatives,2,6,8,Scientific and Academic,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,150000,20000,0,30000,0,100000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZAMBIAN,ZAMBIA,18-24,1,Alone,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,150000,20000,0,30000,0,100000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ITALIAN,ITALY,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,0,0,1,EUR,7000,1,0,7,EUR,400,0,0,0,0,200,0,0,0,,0,0,200,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZAMBIAN,ZAMBIA,25-44,1,Alone,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,150000,20000,0,30000,0,100000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,Alone,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,3000,0,4,0,USD,300,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,100,100,100,,0,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Other Friends/Relatives,0,2,2,Other,COLLECTING VEHICLE,Hunting tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,TZS,420000,81000,0,119000,0,0,0,0,0,,0,0,0,0,0,0,0,0,22000,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,18-24,1,Alone,0,1,1,Business,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,470,40,0,200,0,50,0,0,30,,0,0,0,0,0,0,0,150,0,,0,Cash,,0,Friendly People,,,Friendly People, Improve on Roads,,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,,1,0,1,Leisure and Holidays,,Conference tourism,,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,20,0,USD,4600,1200,0,1000,0,200,0,0,0,,0,0,0,1600,0,500,0,100,0,,0,Cash,,1,Good service0,,,Good service1, Improve on Roads,,,
GERMAN,GERMANY,45-64,0,With Spouse and Children,2,1,3,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,17,4,USD,2500,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)0",,,
BRITISH,UNITED KINGDOM,<18,1,,0,1,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,GBP,4000,0,28,0,USD,200,0,0,50,0,0,0,0,0,,0,0,0,0,0,0,50,100,0,,0,Cash,,1,Good service0,,,Good service1, Improve on Roads,,,
LESOTHOAN,LESOTHO,25-44,1,,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,TZS,160000,0,0,30000,0,130000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Beach tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,1,0,USD,300,50,50,0,0,100,0,0,0,,0,0,0,0,0,0,0,100,0,,1,Cash,,0,Friendly People,,,"Wonderful Country, Landscape, Nature", Improve on Security/Safety," Improve Facilities (Toilets, Water,...)",,
IRISH,UNITED KINGDOM,18-24,1,Alone,1,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,0,1,0,GBP,3200,0,12,3,USD,700,0,0,300,0,0,0,0,0,,0,0,0,0,0,0,50,350,0,,0,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Other Friends/Relatives,0,2,2,Business,,Wildlife tourism,,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,400,100,0,100,0,200,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
ITALIAN,ITALY,25-44,0,With Other Friends/Relatives,2,2,4,Leisure and Holidays,,Beach tourism,,"Newspaper, magazines,brochures",,,1,1,1,1,1,0,1,1,USD,7200,1,0,14,USD,600,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,400,200,Tips,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ITALIAN,ITALY,45-64,0,,1,1,2,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,1,1,1,1,0,0,0,0,EUR,3000,1,0,7,EUR,500,0,0,0,0,0,0,0,0,,0,0,300,0,0,0,0,200,0,,1,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
CONGOLESE,CONGO,45-64,1,Alone,0,1,1,Business,,Wildlife tourism,,"Radio, TV, Web (please specify)",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,2000,30,50,0,80,0,0,0,0,,0,0,0,0,0,0,50,1790,0,,1,Cash,,0,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
BURUNDESE,BURUNDI,45-64,1,,1,0,1,Business,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,78000,40000,15000,0,0,0,18000,0,0,,0,0,0,0,0,0,0,0,5000,,1,Cash,,0,Others (please specify),,,Others (please specify), Improve on Roads,,,
ZIMBABWEAN,ZIMBABWE,25-44,1,,0,1,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,300,50,0,50,0,100,0,0,0,,0,0,100,0,0,0,0,0,0,,1,Cash,,0,Others (please specify),,,Others (please specify),Too many tips demanded/ Corruption,,,
UGANDAN,UGANDA,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,59,0,USD,2000,0,600,200,0,400,0,0,0,,100,0,0,0,0,0,0,400,300,,1,Cash,,0,Friendly People,,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Spouse,1,1,2,Business,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,320000,60000,0,100000,0,60000,0,0,0,,0,0,0,0,0,0,0,100000,0,,1,Cash,,0,Excellent Experience, Wildlife,,Excellent Experience," Improve Facilities (Toilets, Water,...)",,,
AMERICAN,UNITED STATES OF AMERICA,45-64,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,USD,20000,,6,0,USD,3000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1000,2000,,1,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED KINGDOM,<18,1,,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,GBP,4000,0,28,0,TZS,120000,0,0,20000,0,0,0,0,0,,0,0,0,0,0,0,0,100000,0,,0,Cash,,1,Friendly People, Wildlife,,Satisfies and Hope Come Back, Improve on Roads, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments,,
AMERICAN,UNITED STATES OF AMERICA,25-44,0,With Other Friends/Relatives,3,2,5,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,USD,10000,1,10,0,USD,500,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,500,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
AMERICAN,UNITED STATES OF AMERICA,65+,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,USD,8000,1,14,0,USD,300,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,1,Cash,,1,Friendly People,,,Friendly People, Improve on Roads," Improve Facilities (Toilets, Water,...)",,
EGYPTIAN,EGYPT,25-44,1,,0,1,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,14,0,USD,2500,100,0,250,0,0,0,0,0,,0,0,600,1400,0,0,0,150,0,,0,Cash,,1,"Wonderful Country, Landscape, Nature",Good service0,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,
DUTCH,NETHERLANDS,18-24,1,,1,0,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,EUR,20800,0,58,0,EUR,533,0,0,0,0,0,0,0,0,,23,360,0,0,0,0,0,150,0,,1,Credit Card,,1,Friendly People,,,Friendly People, Improve on Roads,,,
ALGERIAN,UNITED STATES OF AMERICA,65+,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,0,1,0,USD,12000,,12,0,USD,1000,0,0,0,0,0,0,0,0,,200,0,0,0,0,0,200,200,400,TIPS,1,Cash,,1,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
FRENCH,FRANCE,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,8500,1,11,0,USD,8500,500,0,200,300,0,0,0,0,,0,0,1100,0,0,1000,0,100,0,,1,Cash,,1,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife, Improve on Roads,,,
AUSTRALIAN,AUSTRALIA,45-64,1,,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,0,7,USD,1450,0,400,350,0,0,0,0,0,,0,0,650,0,0,0,50,0,0,,1,Credit Card,,0, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
AMERICAN,UNITED STATES OF AMERICA,18-24,1,Alone,1,0,1,Volunteering,,Cultural tourism,,Tanzania Mission Abroad,,,1,1,1,1,1,0,0,0,USD,6000,1,14,0,USD,200,0,0,0,0,0,0,0,0,,0,0,0,0,0,100,0,100,0,,1,Cash,,1,Friendly People,Good serviceGood service,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
BRITISH,UNITED KINGDOM,<18,1,,1,0,1,Leisure and Holidays,,business,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,GBP,3860,1,28,0,TZS,200000,0,0,100000,0,0,0,0,0,,0,0,0,0,0,0,0,100000,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED KINGDOM,18-24,1,,1,0,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,1,0,1,1,0,0,0,0,GBP,1750,0,25,4,GBP,600,0,0,0,0,0,0,0,0,,0,0,400,0,0,0,0,200,0,,0,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
DUTCH,FRANCE,45-64,0,With Spouse and Children,1,3,4,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,1,1,1,0,0,1,0,0,USD,5000,1,8,5,USD,3000,1000,100,1000,300,50,0,0,0,,50,0,300,0,0,0,150,50,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
GERMAN,GERMANY,45-64,0,With Spouse and Children,3,0,3,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,20000,1,13,0,USD,800,0,320,400,0,0,0,0,0,,0,0,0,0,0,0,0,80,0,,1,Cash,,1,"Wonderful Country, Landscape, Nature", Wildlife,Friendly People,Friendly People, Improve on Roads,,,
GERMAN,GERMANY,18-24,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,0,1,0,CHF,1700,0,6,3,USD,300,0,0,200,0,0,0,0,0,,0,0,100,0,0,0,0,0,0,,0,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
ITALIAN,ITALY,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,1,1,1,1,1,1,1,1,USD,4000,1,0,7,USD,840,0,0,0,0,0,0,0,0,,0,0,260,0,0,0,320,260,0,,0,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,18-24,0,With Other Friends/Relatives,0,2,2,Business,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,5,0,TZS,1910000,225000,0,125000,0,50000,0,0,0,,0,0,0,0,0,0,0,350000,580000,,1,Cash,,0,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...)0",,
AMERICAN,UNITED STATES OF AMERICA,45-64,1,,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,5600,0,14,0,USD,255,0,0,10,0,0,0,0,0,,0,0,0,0,0,0,0,200,45,TIPS,0,Credit Card,,1,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)",,,
JAPANESE,KENYA,18-24,1,,0,1,1,Scientific and Academic,,Hunting tourism,Study tour,Others (please specify),,Kefri,1,0,1,1,0,0,1,0,USD,680,1,3,0,USD,50,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,0,0,,0,Cash,,1,Good service,,,Good service," Improve Facilities (Toilets, Water,...)",,,
FRENCH,FRANCE,25-44,0,With Other Friends/Relatives,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,USD,10000,1,8,4,USD,1100,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1000,400,,1,Credit Card,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,45-64,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,0,0,0,0,USD,3000,1,12,0,USD,50,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,50,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
JAPANESE,JAPAN,18-24,1,,0,1,1,Scientific and Academic,,Hunting tourism,Study tour,Others (please specify),,Kefri,1,0,1,1,0,1,0,0,USD,140,0,3,0,USD,50,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,0,0,,0,Cash,,1,Good service,,,Good service," Improve Facilities (Toilets, Water,...)",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,0,With Other Friends/Relatives,2,1,3,Leisure and Holidays,,Conference tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,14,0,USD,5000,1500,0,200,0,0,0,0,0,,0,0,2000,0,0,0,0,1300,0,,1,Credit Card,,1,Friendly People,Others (please specify),,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Roads",,,
NEW ZEALANDER,NEW ZEALAND,45-64,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,0,1,1,1,1,1,0,NZD,3000,0,5,0,USD,80,0,0,30,0,0,0,0,0,,0,0,0,0,0,0,0,50,0,,0,Cash,,0, Wildlife,Friendly People,,1," Improve Facilities (Toilets, Water,...)",,,
JAPANESE,JAPAN,<18,1,,1,0,1,Scientific and Academic,,Hunting tourism,Study tour,Others (please specify),,Kefri,1,0,1,1,0,0,1,0,USD,140,0,3,0,USD,50,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,0,0,,0,Cash,,1,Good service,,,Good service," Improve Facilities (Toilets, Water,...)",,,
JAPANESE,JAPAN,18-24,1,,0,1,1,Scientific and Academic,,Hunting tourism,Study tour,Others (please specify),,Kefri,1,0,1,1,0,0,1,0,USD,140,0,3,0,USD,50,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,0,0,,0,Cash,,1,Good service,,,Good service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED KINGDOM,25-44,1,Alone,1,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,0,1,0,GBP,1500,0,9,0,USD,297,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,67,0,130,,0,Cash,,1,Friendly People,Good service0,,Friendly People," Improve Facilities (Toilets, Water,...)",,,
SWISS,UNITED STATES OF AMERICA,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,1,1,1,0,1,0,0,0,USD,7000,1,0,4,USD,60,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,60,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
KENYAN,KENYA,25-44,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,0,1,0,KES,10000,0,2,0,TZS,50000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,50000,0,,0,Cash,,1,Good service,,,Good service," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
IRISH,IRELAND,25-44,0,With Spouse,1,0,1,Volunteering,,Hunting tourism,VOLUNTEERING,Others (please specify),ORGANIZATION,,0,0,0,0,0,0,1,0,,,,56,0,EUR,2780,0,1030,0,0,0,0,0,0,,0,0,0,1200,0,0,250,300,0,,1,Cash,,1, Wildlife,Friendly People,,1,Flycatchers/ vendors are annoying,Too many tips demanded/ Corruption, Improve on Security/Safety,
ITALIAN,ITALY,18-24,0,With Spouse,1,1,2,Leisure and Holidays,,business,,"Travel, agent, tour operator",,,1,1,1,1,0,0,0,0,EUR,6000,1,0,7,USD,300,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,200,100,Tips,1,Cash,,1,Friendly People,,,Friendly People, Improve on Roads0,,,
FRENCH,FRANCE,45-64,0,With Spouse and Children,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,USD,1000,,0,0,USD,1000,0,0,0,0,0,0,0,0,,0,200,300,0,0,0,0,500,0,,1,Cash,,1, Wildlife,,, Wildlife, Improve on Roads,,,
ZAMBIAN,ZAMBIA,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,120000,0,50000,40000,0,0,0,0,0,,0,0,0,0,0,0,0,0,30000,,1,Cash,,0, Wildlife, Wildlife,Others (please specify),"Wonderful Country, Landscape, Nature",Too many tips demanded/ Corruption," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,
